Contract_ID,Outstanding Amount_max,Outstanding Amount_mean,Outstanding Amount_last,Due Amount_max,Due Amount_mean,Number of Days Past Due_max,Number of Days Past Due_mean,Number of Days Past Due_count,Contract Status_<lambda>
CONT109340,4689.33,2517.8748,0.0,35.17,2.8136,4.0,0.44,25,Closed
CONT109341,2013.69,1009.0616666666666,0.0,0.0,0.0,0.0,0.0,6,Closed
CONT109342,11353.2,8023.115846153846,8655.78,270.41,6.97923076923077,1.0,0.03076923076923077,65,Active
CONT109343,2580.54,1294.889090909091,0.0,0.0,0.0,0.0,0.0,11,Closed
CONT109344,5340.26,2729.576,0.0,0.0,0.0,0.0,0.0,10,Closed
CONT109345,5378.29,3673.5225,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT109346,48121.92,35002.54375,19434.72,0.0,0.0,0.0,0.0,40,Active
CONT109347,4689.33,2344.666,0.0,0.0,0.0,0.0,0.0,25,Closed
CONT109348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109349,23085.09,20710.816153846154,18285.09,0.0,0.0,0.0,0.0,13,Active
CONT109350,1074.63,879.25,683.87,0.0,0.0,0.0,0.0,5,Active
CONT109351,11417.05,8034.364285714286,0.0,0.0,0.0,0.0,0.0,35,Closed
CONT109352,23446.66,13043.584848484848,22713.62,0.0,0.0,0.0,0.0,33,Active
CONT109353,16920.75,15690.564444444442,14541.38,0.0,0.0,0.0,0.0,9,Active
CONT109354,1074.63,879.25,683.87,0.0,0.0,0.0,0.0,5,Active
CONT109355,40990.79,33741.821111111116,0.0,1241.83,68.99055555555555,4.0,0.2222222222222222,18,Closed
CONT109356,11309.5,5749.745,0.0,0.0,0.0,0.0,0.0,24,Closed
CONT109357,6413.53,3174.1983333333333,0.0,0.0,0.0,0.0,0.0,12,Closed
CONT109358,51315.38,34765.31137254902,0.0,0.0,0.0,1.0,0.0196078431372549,51,Closed
CONT109359,2114.42,1280.1585714285716,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT109360,5861.66,3539.4129999999996,0.0,512.05,51.205,32.0,3.2,10,Closed
CONT109361,11417.05,8757.117999999999,0.0,0.0,0.0,0.0,0.0,15,Closed
CONT109362,14876.91,7438.455,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109363,70339.98,64935.42846153847,61309.75,0.0,0.0,0.0,0.0,13,Active
CONT109364,25791.32,23809.651538461538,22480.23,392.08,30.16,1.0,0.07692307692307693,13,Active
CONT109365,1074.63,879.25,683.87,0.0,0.0,0.0,0.0,5,Active
CONT109366,7203.92,5543.181666666666,0.0,0.0,0.0,0.0,0.0,6,Closed
CONT109367,3339.77,1669.885,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109368,7268.23,5114.43625,0.0,0.0,0.0,0.0,0.0,8,Closed
CONT109369,10276.58,7649.378,0.0,0.0,0.0,0.0,0.0,30,Closed
CONT109370,31235.08,25467.622000000003,0.0,0.0,0.0,0.0,0.0,25,Closed
CONT109371,23446.66,20986.905,19033.79,0.0,0.0,0.0,0.0,14,Active
CONT109372,22714.16,18668.585714285717,21611.37,0.0,0.0,0.0,0.0,14,Active
CONT109373,1074.63,879.25,683.87,0.0,0.0,0.0,0.0,5,Active
CONT109374,43423.42,38197.1,32330.43,0.0,0.0,0.0,0.0,20,Active
CONT109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109376,215.08,130.5376923076923,0.0,50.22,14.797692307692309,65.0,13.846153846153847,13,Closed
CONT109377,601.92,387.475625,0.0,230.25,57.526875000000004,179.0,43.5,16,Closed
CONT109378,2244.9,1678.86,0.0,81.15,22.50111111111111,6.0,1.8888888888888888,9,Closed
CONT109379,0.0,0.0,0.0,130.11,130.11,142.0,142.0,1,Closed
CONT109380,217.26,108.63,0.0,223.12,223.12,106.0,91.0,2,Closed
CONT109381,2029.78,1576.73,0.0,321.88,147.76846153846154,149.0,60.30769230769231,13,Closed
CONT109382,0.0,0.0,0.0,366.68,366.68,132.0,132.0,1,Closed
CONT109383,1083.17,982.1916666666666,853.79,46.24,7.706666666666667,29.0,4.833333333333333,6,Active
CONT109384,4088.44,2426.5266666666666,0.0,2738.48,1599.47,139.0,77.5,6,Closed
CONT109385,775.62,576.7870588235294,0.0,97.33,40.55588235294118,100.0,40.8235294117647,17,Closed
CONT109386,702.37,420.9675,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT109387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109388,1754.37,1206.9125,0.0,42.98,12.0475,29.0,14.25,4,Closed
CONT109389,0.0,0.0,0.0,122.98,122.98,53.0,53.0,1,Closed
CONT109390,3135.01,1996.7260714285715,255.83,545.49,214.58392857142857,153.0,63.035714285714285,28,Active
CONT109391,40.42,20.21,0.0,40.77,20.385,30.0,15.0,2,Closed
CONT109392,3770.15,2746.87,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT109393,248.49,148.0957142857143,0.0,19.02,4.662857142857143,7.0,2.857142857142857,7,Closed
CONT109394,753.01,469.805,183.61,0.0,0.0,0.0,0.0,6,Active
CONT109395,0.0,0.0,0.0,183.28,183.28,60.0,60.0,1,Closed
CONT109396,316.34,219.21666666666667,0.0,76.72,30.363333333333333,42.0,19.666666666666668,6,Closed
CONT109397,487.17,243.585,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109398,1849.4,1041.0,0.0,435.52,208.3033333333333,106.0,43.266666666666666,15,Closed
CONT109399,5757.98,4601.344545454545,0.0,399.32,108.74727272727273,85.0,17.0,11,Closed
CONT109400,360.19,224.1833333333333,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109401,472.73,237.368,0.0,0.0,0.0,0.0,0.0,5,Closed
CONT109402,13066.99,6533.495,0.0,674.94,337.47,16.0,8.0,2,Closed
CONT109403,491.49,350.59000000000003,0.0,49.45,15.274000000000001,2.0,0.8,5,Closed
CONT109404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109405,2897.3,1814.086,0.0,958.43,645.3979999999999,45.0,26.6,5,Closed
CONT109406,890.97,445.485,0.0,78.22,78.22,43.0,28.0,2,Closed
CONT109407,1716.44,1275.9035294117648,0.0,0.0,0.0,0.0,0.0,17,Closed
CONT109408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109410,1289.57,968.6439999999999,0.0,225.3,87.376,60.0,23.8,5,Closed
CONT109411,500.16,250.23000000000002,0.0,0.0,0.0,0.0,0.0,6,Closed
CONT109412,7034.0,4495.703571428571,1839.98,0.0,0.0,0.0,0.0,28,Active
CONT109413,3333.79,3139.9583333333335,2850.43,0.0,0.0,0.0,0.0,6,Active
CONT109414,515.57,259.40250000000003,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT109415,937.87,545.8249999999999,146.07,0.0,0.0,0.0,0.0,6,Active
CONT109416,1678.19,1462.95,1247.71,0.0,0.0,0.0,0.0,2,Active
CONT109417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109418,1172.33,605.0174999999999,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT109419,750.29,497.5058333333333,0.0,44.88,16.028333333333332,3.0,0.75,12,Closed
CONT109420,4689.33,2344.665,0.0,806.82,403.41,29.0,14.5,2,Closed
CONT109421,430.43,150.46333333333334,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109422,214.35,107.175,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109425,4396.25,3224.375789473684,0.0,143.75,26.71315789473684,50.0,9.052631578947368,19,Closed
CONT109426,1172.33,764.135,0.0,98.01,12.25125,15.0,1.875,8,Closed
CONT109427,398.59,265.72666666666663,0.0,68.49,22.83,14.0,4.666666666666667,3,Closed
CONT109428,527.55,263.775,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109429,220.73,110.365,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109430,468.93,287.02666666666664,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109431,1172.33,732.5127272727273,0.0,37.14,1.8672727272727272,7.0,0.5909090909090909,22,Closed
CONT109432,18103.19,13080.3875,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT109433,1547.48,1139.6185714285714,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT109434,386.87,236.87333333333333,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109435,589.87,332.398,0.0,0.0,0.0,0.0,0.0,5,Closed
CONT109436,1650.76,1031.3933333333334,0.0,145.13,66.97,1.0,0.6666666666666666,3,Closed
CONT109437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109438,291.37,145.685,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109439,281.36,187.57333333333335,0.0,48.23,32.15333333333333,43.0,18.333333333333332,3,Closed
CONT109440,1875.73,1541.0625,1240.8,0.0,0.0,0.0,0.0,4,Active
CONT109441,450.18,372.27666666666664,0.0,315.4,144.43666666666664,225.0,97.11111111111111,9,Closed
CONT109442,217.35,132.39666666666668,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109443,1359.91,720.3916666666668,0.0,0.0,0.0,0.0,0.0,6,Closed
CONT109444,2637.75,1618.5544444444445,0.0,225.84,40.29333333333333,36.0,7.111111111111111,9,Closed
CONT109445,826.49,533.7225,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT109446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109447,368.18,298.0233333333333,222.37,0.0,0.0,0.0,0.0,3,Active
CONT109448,2157.09,1581.435,0.0,0.0,0.0,0.0,0.0,10,Closed
CONT109449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109450,468.93,286.9766666666667,0.0,79.93,26.643333333333334,26.0,8.666666666666666,3,Closed
CONT109451,1406.8,765.59,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT109452,465.3,232.65,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109453,213.43,106.715,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109454,1242.67,563.5283333333333,0.0,0.0,0.0,0.0,0.0,6,Closed
CONT109455,2243.24,1554.09375,0.0,516.08,136.013125,139.0,42.8125,16,Closed
CONT109456,5791.89,4370.055625,0.0,0.0,0.0,0.0,0.0,16,Closed
CONT109457,750.29,375.145,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109458,1373.83,840.9066666666668,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109459,609.61,342.215,0.0,214.26,75.88666666666666,96.0,28.083333333333332,12,Closed
CONT109460,679.65,294.6775,0.0,140.98,35.245,1.0,0.25,4,Closed
CONT109461,753.67,376.835,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109462,35585.67,27345.808,0.0,1226.64,443.908,28.0,11.0,5,Closed
CONT109463,1172.33,583.42,0.0,164.43,51.54875,56.0,19.25,8,Closed
CONT109464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109465,2344.67,1172.335,0.0,404.57,202.285,25.0,12.5,2,Closed
CONT109466,1875.71,1420.2083333333333,0.0,491.32,261.06666666666666,110.0,52.666666666666664,6,Closed
CONT109467,703.4,505.9625,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT109468,650.64,325.32,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109469,1055.1,1042.11,1029.12,0.0,0.0,0.0,0.0,2,Active
CONT109470,879.25,862.625,846.0,0.0,0.0,0.0,0.0,2,Active
CONT109471,391.56,248.32399999999998,0.0,129.96,64.444,69.0,23.0,5,Closed
CONT109472,1676.44,1047.7933333333333,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109473,459.55,229.775,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109474,844.08,810.7950000000001,777.51,0.0,0.0,0.0,0.0,2,Active
CONT109475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109476,1992.97,1992.97,1992.97,0.0,0.0,0.0,0.0,1,Active
CONT109477,937.87,521.93,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109478,131.51,91.03857142857143,0.0,36.98,15.848571428571429,82.0,32.42857142857143,7,Closed
CONT109479,575.29,435.776,0.0,26.26,5.252000000000001,17.0,3.4,5,Closed
CONT109480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109481,422.04,158.79,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109482,1430.08,955.645,0.0,487.32,242.815,41.0,23.25,4,Closed
CONT109483,351.7,207.82199999999997,0.0,65.16,39.418,37.0,17.4,5,Closed
CONT109484,738.57,738.57,738.57,0.0,0.0,0.0,0.0,1,Active
CONT109485,1172.33,771.9966666666666,0.0,36.93,24.62,33.0,12.0,3,Closed
CONT109486,445.49,236.71142857142857,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT109487,247.13,123.33,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109488,390.81,191.13799999999998,0.0,0.0,0.0,0.0,0.0,5,Closed
CONT109489,196.08,93.1825,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT109490,1594.37,1147.2375,0.0,51.14,25.57,25.0,12.25,4,Closed
CONT109491,647.03,444.72375,0.0,123.21,45.035,52.0,17.75,8,Closed
CONT109493,0.0,0.0,0.0,1427.85,1427.85,12.0,12.0,1,Closed
CONT109494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109497,586.17,296.92538461538464,0.0,0.0,0.0,0.0,0.0,13,Closed
CONT109498,937.87,625.2466666666667,0.0,160.35,106.89999999999999,56.0,27.0,3,Closed
CONT109499,211.02,105.51,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109500,914.42,549.8566666666667,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109501,1678.19,1112.4608333333333,0.0,416.32,213.01083333333335,67.0,35.583333333333336,12,Closed
CONT109502,2813.6,1758.1114285714286,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT109503,366.26,244.17333333333332,0.0,22.53,7.510000000000001,28.0,9.333333333333334,3,Closed
CONT109504,489.1,276.9066666666667,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109505,26.38,16.4125,0.0,4.03,1.0075,25.0,6.25,4,Closed
CONT109506,937.87,398.13714285714286,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT109507,1828.84,1102.36,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT109508,5861.66,4515.498333333333,0.0,15.9,4.006666666666667,21.0,6.833333333333333,6,Closed
CONT109509,234.47,117.235,0.0,40.19,20.095,21.0,10.5,2,Closed
CONT109510,7034.0,5443.923333333333,0.0,674.4,150.315,79.0,19.27777777777778,18,Closed
CONT109511,1828.84,928.5144444444444,0.0,0.0,0.0,0.0,0.0,9,Closed
CONT109512,351.7,213.31833333333336,0.0,0.0,0.0,0.0,0.0,6,Closed
CONT109513,1406.8,1070.67875,0.0,71.35,9.34375,43.0,5.0,16,Closed
CONT109514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109515,820.63,463.0125,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT109516,2579.13,1962.3799999999999,0.0,0.0,0.0,0.0,0.0,5,Closed
CONT109517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109518,594.56,470.60571428571427,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT109519,1324.15,1059.3200000000002,0.0,908.18,454.08599999999996,109.0,50.6,5,Closed
CONT109520,1036.93,518.465,0.0,91.07,45.535,18.0,9.0,2,Closed
CONT109521,323.73,205.63666666666668,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109522,3751.47,2544.7181818181816,0.0,241.22,25.022727272727273,47.0,5.681818181818182,22,Closed
CONT109523,39859.32,19929.66,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109524,234.47,143.60333333333332,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109525,2737.94,1967.9323076923076,0.0,0.0,0.0,0.0,0.0,13,Closed
CONT109526,2016.41,1384.9783333333335,0.0,178.69,29.781666666666666,29.0,4.833333333333333,6,Closed
CONT109527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109529,771.42,593.437,0.0,0.0,0.0,0.0,0.0,10,Closed
CONT109530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109531,1875.73,1281.5414285714287,0.0,308.91,118.53214285714286,81.0,34.214285714285715,14,Closed
CONT109532,588.49,381.3875,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT109533,19207.22,9603.61,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109534,844.08,587.26,0.0,27.57,5.514,6.0,1.2,5,Closed
CONT109535,527.55,263.775,0.0,46.68,23.34,6.0,3.0,2,Closed
CONT109536,1109.07,799.8575,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT109537,468.93,234.465,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109538,6620.75,5587.8664285714285,0.0,177.09,25.237142857142857,30.0,4.285714285714286,14,Closed
CONT109539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109540,1484.36,995.8525,0.0,0.0,0.0,0.0,0.0,8,Closed
CONT109541,842.77,421.385,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109542,33.27,22.180000000000003,0.0,33.62,16.793333333333333,52.0,24.666666666666668,3,Closed
CONT109543,1070.95,724.0225,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT109544,432.59,216.295,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109545,147.34,98.22666666666667,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109546,529.45,279.06666666666666,0.0,0.0,0.0,0.0,0.0,6,Closed
CONT109547,42203.99,27825.033333333336,0.0,1454.77,484.92333333333335,10.0,3.3333333333333335,3,Closed
CONT109548,867.95,578.6333333333333,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109550,3517.0,1883.22,0.0,291.72,100.57615384615384,4.0,2.3846153846153846,13,Closed
CONT109551,2637.75,1746.0985714285714,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT109552,2525.21,2059.2455555555553,1559.27,0.0,0.0,0.0,0.0,18,Active
CONT109553,2508.79,1963.3949999999998,0.0,113.53,56.35833333333333,33.0,6.333333333333333,6,Closed
CONT109554,820.63,639.134,0.0,0.0,0.0,0.0,0.0,5,Closed
CONT109555,1453.69,890.23,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109556,468.93,301.14,0.0,34.4,5.73375,25.0,6.125,8,Closed
CONT109557,5861.66,4273.412631578947,0.0,216.11,18.956315789473685,51.0,4.842105263157895,19,Closed
CONT109558,890.97,719.14,0.0,702.37,463.38222222222225,199.0,96.44444444444444,9,Closed
CONT109559,1215.38,1025.9657142857143,0.0,53.29,19.03142857142857,77.0,20.571428571428573,7,Closed
CONT109560,573.27,286.635,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109561,750.29,530.6949999999999,0.0,0.0,0.0,0.0,0.0,10,Closed
CONT109562,12048.28,8823.8225,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT109563,949.59,625.5033333333333,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109564,586.17,314.6116666666666,0.0,120.7,20.116666666666667,4.0,0.6666666666666666,6,Closed
CONT109565,175.85,107.68333333333332,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109566,3385.72,2353.67375,1096.83,0.0,0.0,0.0,0.0,16,Active
CONT109567,1735.9,1493.133846153846,0.0,0.0,0.0,29.0,2.230769230769231,13,Closed
CONT109568,4509.82,3524.867142857143,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT109569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109570,331.79,190.4,0.0,60.26,16.256666666666664,27.0,8.5,6,Closed
CONT109571,1510.86,1041.2371428571428,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT109572,1875.73,948.841,0.0,217.47,21.747,22.0,2.2,10,Closed
CONT109573,615.47,307.735,0.0,53.74,26.87,22.0,11.0,2,Closed
CONT109574,1526.19,1335.7457142857143,1166.89,53.72,10.23,22.0,5.857142857142857,7,Active
CONT109575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109576,564.48,366.865,0.0,197.77,90.135,20.0,9.75,4,Closed
CONT109577,4756.67,3611.672857142857,0.0,245.86,69.23142857142857,19.0,5.0,7,Closed
CONT109578,1313.01,656.505,0.0,225.13,112.565,19.0,9.5,2,Closed
CONT109579,46.89,37.315333333333335,0.0,6.64,2.9626666666666663,107.0,48.666666666666664,15,Closed
CONT109580,1136.08,568.04,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109581,879.25,517.6516666666666,0.0,159.98,51.548333333333325,45.0,12.0,6,Closed
CONT109582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109583,39.16,35.89666666666667,0.0,36.67,19.863333333333333,317.0,150.75,12,Closed
CONT109584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109585,1763.19,1227.3300000000002,0.0,619.39,322.6033333333333,97.0,42.0,12,Closed
CONT109586,703.4,463.26666666666665,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109587,1463.73,731.865,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109588,492.38,422.03999999999996,0.0,286.12,163.49714285714285,153.0,66.57142857142857,7,Closed
CONT109589,937.87,441.5516666666667,0.0,0.0,0.0,0.0,0.0,6,Closed
CONT109590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109591,351.7,173.78285714285715,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT109592,2461.9,2068.422857142857,0.0,102.74,50.885714285714286,54.0,29.285714285714285,7,Closed
CONT109593,1875.73,1069.1175,0.0,0.0,0.0,0.0,0.0,8,Closed
CONT109594,4689.33,3360.4506666666666,2097.8,0.0,0.0,0.0,0.0,15,Active
CONT109595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109596,1648.56,1018.5866666666667,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109597,1846.1,1230.7333333333333,0.0,40.42,13.473333333333334,15.0,5.0,3,Closed
CONT109598,1054.94,864.8214285714286,0.0,32.9,7.888571428571429,41.0,7.285714285714286,7,Closed
CONT109599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109600,3517.0,2704.8533333333335,0.0,0.0,0.0,0.0,0.0,6,Closed
CONT109601,791.32,527.5466666666667,0.0,47.41,15.803333333333333,4.0,1.3333333333333333,3,Closed
CONT109602,351.7,215.39666666666668,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109603,703.4,468.93333333333334,0.0,120.94,40.31333333333333,1.0,0.3333333333333333,3,Closed
CONT109604,1183.17,591.585,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109605,2579.13,1895.0541666666668,0.0,0.0,0.0,0.0,0.0,12,Closed
CONT109606,273.48,172.23000000000002,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109607,5392.73,4540.305,0.0,49.21,6.15125,24.0,3.0,8,Closed
CONT109608,1758.5,1440.587142857143,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT109609,22106.17,18761.596666666665,0.0,0.0,0.0,0.0,0.0,9,Closed
CONT109610,1023.12,660.9100000000001,0.0,0.0,0.0,0.0,0.0,5,Closed
CONT109611,1041.34,688.06,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109612,234.47,117.235,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109613,468.93,213.08727272727273,0.0,0.28,0.05090909090909091,41.0,4.7272727272727275,11,Closed
CONT109614,1875.73,934.7383333333333,0.0,450.08,185.17916666666667,121.0,32.583333333333336,12,Closed
CONT109615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109616,8909.73,4454.865,0.0,1557.23,778.615,28.0,14.0,2,Closed
CONT109617,2344.67,1531.9675,0.0,0.0,0.0,0.0,0.0,8,Closed
CONT109618,2637.75,1758.5,0.0,76.39,44.05666666666667,55.0,27.333333333333332,3,Closed
CONT109619,373.86,216.8657142857143,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT109620,10551.0,9755.523846153847,8719.95,0.0,0.0,0.0,0.0,13,Active
CONT109621,2415.57,2018.8425,0.0,52.87,6.60875,24.0,3.0,8,Closed
CONT109622,185.23,92.615,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109623,1202.63,1052.30125,0.0,0.0,0.0,0.0,0.0,8,Closed
CONT109624,1105.51,552.755,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109625,560.7,280.35,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109627,550.48,295.665,0.0,0.0,0.0,0.0,0.0,6,Closed
CONT109628,1406.8,1092.655,0.0,60.73,19.441666666666666,16.0,5.166666666666667,6,Closed
CONT109629,468.93,234.465,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109630,433.76,216.88,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109631,679.95,512.462,0.0,0.0,0.0,0.0,0.0,5,Closed
CONT109632,1381.24,1222.945,1005.77,88.89,35.4075,60.0,27.166666666666668,12,Active
CONT109633,1055.1,675.6999999999999,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109634,616.3,308.15,0.0,105.35,52.675,16.0,8.0,2,Closed
CONT109635,439.62,222.00333333333333,0.0,55.83,6.234444444444445,11.0,2.3333333333333335,9,Closed
CONT109636,1289.57,849.3733333333333,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109637,1758.5,1384.2914285714285,0.0,89.47,35.59142857142857,34.0,11.142857142857142,7,Closed
CONT109638,234.47,117.235,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT109639,1172.33,868.0999999999999,0.0,22.42,5.605,27.0,6.75,4,Closed
CONT109640,586.17,358.8766666666666,0.0,96.93,32.31,24.0,8.0,3,Closed
CONT109641,1621.15,883.5427272727272,0.0,0.0,0.0,0.0,0.0,11,Closed
CONT109642,6040.84,4144.700909090909,0.0,0.0,0.0,0.0,0.0,11,Closed
CONT109643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT109644,773.74,456.76181818181817,133.18,0.0,0.0,0.0,0.0,11,Active
CONT109645,329.5,203.84,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT109646,1681.36,1339.5049999999999,0.0,14.84,2.473333333333333,20.0,3.3333333333333335,6,Closed
CONT109647,1875.73,1644.7254545454546,1384.69,0.0,0.0,0.0,0.0,11,Active
CONT109648,1523.0,1269.8757142857141,0.0,94.4,26.97142857142857,81.0,21.428571428571427,7,Closed
CONT109649,1685.25,1094.1185714285714,0.0,176.58,25.225714285714286,15.0,2.142857142857143,7,Closed
CONT109650,2661.31,1774.2066666666667,0.0,54.98,36.65333333333333,36.0,14.0,3,Closed
CONT109651,4396.25,2318.7842857142855,0.0,758.26,216.61285714285714,5.0,1.4285714285714286,7,Closed
CONT109652,4689.33,4413.779,4131.49,0.0,0.0,0.0,0.0,10,Active
