Contract_ID,Outstanding Amount_max,Outstanding Amount_mean,Outstanding Amount_last,Due Amount_max,Due Amount_mean,Number of Days Past Due_max,Number of Days Past Due_mean,Number of Days Past Due_count,Contract Status_<lambda>
CONT102453,29580.77,25504.882777777777,21161.43,0.0,0.0,0.0,0.0,18,Active
CONT102454,24683.47,21263.651333333335,0.0,0.0,0.0,0.0,0.0,15,Closed
CONT102455,89960.3,81963.99545454545,73796.34,0.0,0.0,0.0,0.0,11,Active
CONT102456,6611.21,6611.21,6611.21,8245.18,4589.1836,693.0,308.32,25,NonAccrual
CONT102457,22091.47,17112.948,0.0,0.0,0.0,0.0,0.0,5,Closed
CONT102458,14658.9,11822.65,8299.62,0.0,0.0,0.0,0.0,25,Active
CONT102459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT102460,15110.57,12377.17909090909,0.0,0.0,0.0,0.0,0.0,11,Closed
CONT102461,20761.55,20604.525,20447.5,0.0,0.0,0.0,0.0,2,Active
CONT102462,11923.09,9759.4012,6847.41,359.16,28.7328,2.0,0.12,25,Active
CONT102463,49224.85,42793.90708333333,38322.56,1381.97,187.3808333333333,25.0,6.333333333333333,24,Active
CONT102464,82398.41,71428.71919999999,58822.67,103.14,10.689200000000001,26.0,3.44,25,Active
CONT102465,20642.91,16179.673200000001,11253.41,0.0,0.0,0.0,0.0,25,Active
CONT102466,44801.22,42596.408,40169.54,0.0,0.0,0.0,0.0,15,Active
CONT102467,48735.76,46538.519230769234,45386.17,0.0,0.0,0.0,0.0,13,Active
CONT102468,8422.65,6468.0296,5260.7,2796.15,567.144,245.0,41.88,25,NonAccrual
CONT102469,41521.9,36207.29090909091,0.0,1029.12,93.55636363636363,14.0,1.2727272727272727,11,Closed
CONT102470,48504.55,47816.0496,47756.18,32274.0,14536.5884,697.0,311.84,25,NonAccrual
CONT102471,4511.93,3422.306842105263,0.0,0.0,0.0,0.0,0.0,19,Closed
CONT102472,7375.57,5962.325833333333,4576.18,460.16,40.96041666666667,85.0,7.708333333333333,24,Active
CONT102473,14704.88,13797.3135,13376.37,5915.57,2110.0415000000003,384.0,136.7,20,NonAccrual
CONT102474,2312.71,2131.6925,2084.92,946.94,310.915,384.0,120.4,20,NonAccrual
CONT102475,7395.19,6186.711,3997.84,0.0,0.0,0.0,0.0,20,Active
CONT102476,14482.37,12657.941666666668,10227.15,0.0,0.0,0.0,0.0,24,Active
CONT102477,17289.26,14797.1816,11723.21,0.0,0.0,0.0,0.0,25,Active
CONT102478,8281.08,7528.215,6757.12,0.0,0.0,0.0,0.0,6,Active
CONT102479,9852.57,7019.132,3737.23,0.0,0.0,0.0,0.0,25,Active
CONT102480,9096.53,7207.2372,5032.57,0.0,0.0,0.0,0.0,25,Active
CONT102481,7838.94,6312.284615384615,4417.28,216.37,33.128461538461536,5.0,0.9230769230769231,26,Active
CONT102482,18459.32,12915.2036,6537.07,0.0,0.0,0.0,0.0,25,Active
CONT102483,7275.69,5897.818,4225.79,300.73,36.397200000000005,57.0,11.08,25,Active
CONT102484,29294.89,25528.413999999997,21984.17,0.0,0.0,0.0,0.0,20,Active
CONT102485,4975.71,3247.2475,0.0,270.76,125.70450000000001,3.0,1.2,20,Closed
CONT102486,35848.42,31699.8875,0.0,1579.95,437.015,32.0,8.4375,16,Closed
CONT102487,46319.18,38485.836923076924,0.0,2293.9,299.2103846153846,32.0,2.730769230769231,26,Closed
CONT102488,9844.13,8977.638571428572,8255.87,0.0,0.0,0.0,0.0,7,Active
CONT102489,23385.81,18930.105,14476.23,672.68,95.16624999999999,4.0,0.5833333333333334,24,Active
CONT102490,36614.26,31336.5948,24826.47,0.0,0.0,0.0,0.0,25,Active
CONT102491,11762.2,9506.054210526316,0.0,449.05,23.63421052631579,27.0,1.4210526315789473,19,Closed
CONT102492,7174.79,5858.664000000001,4121.38,0.0,0.0,0.0,0.0,25,Active
CONT102493,25561.22,21031.4248,14997.75,0.0,0.0,0.0,0.0,25,Active
CONT102494,5213.01,3836.396,2377.05,0.0,0.0,0.0,0.0,15,Active
CONT102495,6190.97,5114.4346153846145,2344.74,931.02,297.0476923076923,128.0,41.88461538461539,26,NonAccrual
CONT102496,100308.56,94599.44214285714,90668.96,8263.82,2256.467857142857,104.0,25.0,14,NonAccrual
CONT102497,17772.1,15095.0244,11947.08,542.37,39.6168,58.0,7.6,25,Active
CONT102498,12283.7,10073.763200000001,7944.24,1040.02,114.54799999999999,90.0,9.48,25,NonAccrual
CONT102499,17228.7,17145.135000000002,17061.57,0.0,0.0,0.0,0.0,2,Active
CONT102500,12306.21,8786.624,5846.33,0.0,0.0,0.0,0.0,25,Active
CONT102501,29234.63,20954.2444,10677.02,0.0,0.0,0.0,0.0,25,Active
CONT102502,11447.5,8223.983461538463,4047.06,0.0,0.0,0.0,0.0,26,Active
CONT102503,15998.08,14942.301500000001,14560.82,5460.96,1771.0825,380.0,125.05,20,NonAccrual
CONT102504,7220.87,5271.946666666667,2855.64,0.0,0.0,0.0,0.0,24,Active
CONT102505,11212.08,9809.889166666666,0.0,285.23,35.07666666666667,5.0,0.75,12,Closed
CONT102506,18626.21,17710.359333333334,16701.71,0.0,0.0,0.0,0.0,15,Active
CONT102507,14425.25,14117.21346153846,13970.86,12065.89,5414.703461538462,673.0,293.6923076923077,26,NonAccrual
CONT102508,21694.94,17879.322692307695,15351.91,1052.22,170.50615384615384,34.0,1.8846153846153846,26,Active
CONT102509,9153.79,7903.122692307692,6382.11,0.0,0.0,0.0,0.0,26,Active
CONT102510,19720.33,19531.49666666667,19345.37,0.0,0.0,0.0,0.0,3,Active
CONT102511,7428.37,6046.54,0.0,250.29,64.47083333333333,6.0,1.7916666666666667,24,Closed
CONT102512,16821.52,14186.292916666667,12851.44,8175.31,2562.43,441.0,139.0,24,NonAccrual
CONT102513,16536.01,13205.409230769232,10486.92,470.67,93.02653846153846,4.0,0.8846153846153846,26,Active
CONT102514,11949.57,9958.9392,7113.74,0.0,0.0,0.0,0.0,25,Active
CONT102515,25913.72,21825.78576923077,17239.91,3752.03,809.6673076923076,124.0,18.5,26,NonAccrual
CONT102516,19277.73,15807.441538461539,11114.07,1284.24,222.1403846153846,32.0,1.7307692307692308,26,Active
CONT102517,16329.68,13860.387499999999,0.0,0.0,0.0,0.0,0.0,12,Closed
CONT102518,8302.27,5367.966,1633.72,0.0,0.0,0.0,0.0,20,Active
CONT102519,24683.47,20731.489999999998,16168.65,0.0,0.0,0.0,0.0,26,Active
CONT102520,13555.66,12729.294285714286,12042.06,0.0,0.0,0.0,0.0,7,Active
CONT102521,11091.0,10379.981111111112,9818.26,0.0,0.0,0.0,0.0,9,Active
CONT102522,6201.99,5844.651,5487.62,0.0,0.0,0.0,0.0,10,Active
CONT102523,9860.26,9276.928750000001,8741.92,0.0,0.0,0.0,0.0,8,Active
CONT102524,19267.88,17645.086666666666,15864.06,0.0,0.0,0.0,0.0,15,Active
CONT102525,66464.95,65441.67333333333,64414.09,0.0,0.0,0.0,0.0,3,Active
CONT102526,6181.9,5605.083333333333,5042.16,0.0,0.0,0.0,0.0,9,Active
CONT102527,7173.69,5829.536470588235,4395.38,0.0,0.0,0.0,0.0,17,Active
CONT102528,23205.37,21122.415263157895,18484.41,413.36,21.75578947368421,23.0,1.2105263157894737,19,Active
CONT102529,9715.85,8271.36375,0.0,249.36,31.17,14.0,1.75,8,Closed
CONT102530,23829.78,20782.49857142857,0.0,0.0,0.0,0.0,0.0,14,Closed
CONT102531,97779.7,87926.34095238095,77358.38,3550.27,169.06047619047618,41.0,1.9523809523809523,21,Active
CONT102532,12016.67,9718.743846153846,6723.63,375.64,54.13346153846154,2.0,0.46153846153846156,26,Active
CONT102533,22700.52,19600.63653846154,15829.21,0.0,0.0,0.0,0.0,26,Active
CONT102534,7369.52,5613.328888888889,3923.14,0.0,0.0,0.0,0.0,9,Active
CONT102535,8028.79,4780.02,787.32,0.0,0.0,0.0,0.0,22,Active
CONT102536,33647.5,27824.8896,20153.43,1395.94,133.5116,49.0,4.04,25,Active
CONT102537,16774.51,14884.640800000001,14276.55,7773.13,2210.7024,431.0,120.92,25,NonAccrual
CONT102538,25818.92,23184.309444444443,20244.81,0.0,0.0,0.0,0.0,18,Active
CONT102539,4947.85,2526.6155555555556,0.0,0.0,0.0,0.0,0.0,9,Closed
CONT102540,8556.74,8146.366666666666,7735.19,0.0,0.0,0.0,0.0,3,Active
CONT102541,74885.35,71605.39928571429,67539.79,2538.85,598.4278571428571,59.0,16.714285714285715,14,Active
CONT102542,10918.55,9403.946666666667,0.0,319.18,97.56166666666667,7.0,1.9166666666666667,12,Closed
CONT102543,124459.84,117755.645,112614.94,0.0,0.0,0.0,0.0,16,Active
CONT102544,9880.98,9061.145,8399.51,219.37,31.611,35.0,5.8,10,Active
CONT102545,11644.64,10487.650714285714,9212.75,0.0,0.0,0.0,0.0,14,Active
CONT102546,7266.03,6257.642,0.0,0.0,0.0,0.0,0.0,10,Closed
CONT102547,11092.68,10137.331176470589,9048.35,0.0,0.0,0.0,0.0,17,Active
CONT102548,19355.59,16736.05888888889,13331.14,0.0,0.0,0.0,0.0,27,Active
CONT102549,6151.61,4970.016296296297,3417.54,152.31,9.708518518518519,4.0,0.4444444444444444,27,Active
CONT102550,31686.26,27668.612173913043,22629.57,788.46,67.3408695652174,27.0,2.217391304347826,23,Active
CONT102551,11776.62,9324.220000000001,0.0,0.0,0.0,0.0,0.0,5,Closed
CONT102552,12313.79,11684.39411764706,10897.56,256.23,15.072352941176472,22.0,1.2941176470588236,17,Active
CONT102553,12130.67,8413.945925925926,3835.1,477.87,20.73296296296296,1.0,0.07407407407407407,27,Active
CONT102554,15429.31,13904.130000000001,12510.29,1180.54,699.6814285714287,34.0,15.428571428571429,7,Active
CONT102555,9989.1,7071.765,3771.93,299.51,22.525,18.0,1.3461538461538463,26,Active
CONT102556,12204.85,8692.718846153846,4965.86,821.81,69.90807692307692,58.0,8.153846153846153,26,Active
CONT102557,10939.91,8812.915769230769,6225.13,0.0,0.0,0.0,0.0,26,Active
CONT102558,10772.29,9891.290909090909,8981.38,0.0,0.0,0.0,0.0,11,Active
CONT102559,24683.94,23501.16727272727,22289.38,0.0,0.0,0.0,0.0,11,Active
CONT102560,9764.88,7951.071538461538,6351.42,320.77,23.891923076923078,17.0,1.3076923076923077,26,Active
CONT102561,7375.57,6695.6061538461545,5956.62,0.0,0.0,0.0,0.0,13,Active
CONT102562,9740.3,4185.179999999999,2897.0,685.7,118.02730769230769,93.0,9.076923076923077,26,NonAccrual
CONT102563,5484.29,5014.095454545455,4629.68,0.0,0.0,0.0,0.0,11,Active
CONT102564,10524.67,9734.519,9064.27,230.06,35.299,32.0,4.8,10,Active
CONT102565,5462.46,4409.88,0.0,0.0,0.0,0.0,0.0,13,Closed
CONT102566,9449.31,5683.305454545454,964.13,292.29,34.63181818181818,23.0,6.136363636363637,22,Active
CONT102567,9764.88,7896.081538461538,5570.01,0.0,0.0,0.0,0.0,26,Active
CONT102568,6293.55,4545.232800000001,2339.2,75.08,6.215199999999999,6.0,0.64,25,Active
CONT102569,11544.64,8980.535,0.0,43.24,3.6033333333333335,3.0,0.25,12,Closed
CONT102570,9283.8,8211.276086956523,7557.96,4640.38,1504.7317391304348,388.0,125.21739130434783,23,NonAccrual
CONT102571,3780.8,2034.8021052631577,0.0,260.45,45.754210526315795,7.0,1.368421052631579,19,Closed
CONT102572,23899.72,16873.815555555557,7705.3,339.02,12.556296296296296,2.0,0.07407407407407407,27,Active
CONT102573,5519.18,4525.118148148148,3116.79,0.0,0.0,0.0,0.0,27,Active
CONT102574,4593.9,2578.141111111111,0.0,0.0,0.0,0.0,0.0,9,Closed
CONT102575,66645.37,59231.215454545454,50704.22,3062.93,1750.9986363636365,33.0,10.636363636363637,22,Active
CONT102576,2677.02,2435.19,2161.88,0.0,0.0,0.0,0.0,17,Active
CONT102577,4998.73,3326.0395652173916,0.0,478.05,64.09304347826087,87.0,13.652173913043478,23,Closed
CONT102578,53250.43,48951.52066666667,45220.59,2527.88,338.1793333333334,35.0,3.066666666666667,15,Active
CONT102579,30042.42,25924.033846153845,0.0,0.0,0.0,0.0,0.0,13,Closed
CONT102580,44642.11,43294.783,42811.3,0.0,0.0,0.0,0.0,10,Active
CONT102581,12418.41,11823.214545454546,11213.86,0.0,0.0,0.0,0.0,11,Active
CONT102582,5835.33,3661.5571999999997,2897.75,3248.51,1390.4896,429.0,119.8,25,NonAccrual
CONT102583,9730.08,6944.410740740741,3139.16,720.38,270.82296296296295,34.0,9.555555555555555,27,Active
CONT102584,8639.23,7488.513636363636,6183.24,0.0,0.0,0.0,0.0,22,Active
CONT102585,12092.85,10458.547777777778,8330.39,0.0,0.0,0.0,0.0,27,Active
CONT102586,11104.62,9722.278181818181,8300.8,0.0,0.0,0.0,0.0,11,Active
CONT102587,36975.97,31754.6604,29820.28,13417.3,3486.7108000000003,394.0,102.24,25,NonAccrual
CONT102588,9139.04,5711.727391304348,2581.99,0.0,0.0,0.0,0.0,23,Active
CONT102589,17209.0,17039.305,16869.61,0.0,0.0,0.0,0.0,2,Active
CONT102590,19689.94,18606.27,18105.02,7075.73,2505.241904761905,370.0,127.57142857142857,21,NonAccrual
CONT102591,38764.45,35148.62611111111,31051.49,0.0,0.0,0.0,0.0,18,Active
CONT102592,16361.1,13966.74,0.0,0.0,0.0,0.0,0.0,10,Closed
CONT102593,10817.09,10007.994999999999,9039.32,490.22,163.435,49.0,13.0,8,Active
CONT102594,7101.15,5356.857777777778,2821.71,1448.82,407.1025925925926,96.0,23.296296296296298,27,NonAccrual
CONT102595,43016.76,37348.11181818182,0.0,1306.4,221.25090909090912,2.0,0.2727272727272727,11,Closed
CONT102596,65690.69,60641.824705882354,55048.49,0.0,0.0,0.0,0.0,17,Active
CONT102597,22662.2,20267.27681818182,19323.99,7827.1,2170.3281818181817,337.0,88.04545454545455,22,NonAccrual
CONT102598,3517.0,2338.8762500000003,1256.72,0.0,0.0,0.0,0.0,8,Active
CONT102599,2590.32,1452.3438461538462,0.0,348.02,116.4423076923077,47.0,10.153846153846153,13,Closed
CONT102600,2590.32,2492.99,2395.66,0.0,0.0,0.0,0.0,2,Active
CONT102601,23198.97,19539.556296296298,13502.86,2785.77,1565.5607407407408,80.0,44.407407407407405,27,NonAccrual
CONT102602,34845.39,33101.463125,31756.18,0.0,0.0,0.0,0.0,16,Active
CONT102603,24192.9,21369.575833333332,0.0,693.04,223.42416666666668,7.0,2.25,12,Closed
CONT102604,21825.44,18873.90074074074,15034.49,25.67,0.9507407407407408,20.0,0.7407407407407407,27,Active
CONT102605,29152.94,22948.47375,16612.43,1162.65,437.19875,25.0,14.083333333333334,24,Active
CONT102606,45853.2,39996.0312,31476.95,1122.16,584.4948,17.0,1.6,25,Active
CONT102607,3799.02,2737.6204,1451.68,30.29,1.2116,25.0,1.0,25,Active
CONT102608,9706.85,9366.103333333334,9017.09,0.0,0.0,0.0,0.0,6,Active
CONT102609,15579.84,10359.980800000001,4780.02,672.08,77.5476,23.0,2.72,25,Active
CONT102610,5501.08,2978.638148148148,1343.38,1557.28,319.14370370370375,231.0,34.925925925925924,27,NonAccrual
CONT102611,24889.57,23524.508125,22020.96,0.0,0.0,0.0,0.0,16,Active
CONT102612,2467.95,2013.1566666666668,1761.24,2241.85,1189.8916666666667,529.0,203.5,24,NonAccrual
CONT102613,16552.71,13440.517777777777,10096.88,1591.49,121.28740740740741,63.0,3.6296296296296298,27,Active
CONT102614,65469.05,63433.68733333333,62282.49,8226.14,1934.0573333333334,189.0,44.86666666666667,15,NonAccrual
CONT102615,7368.42,5492.314444444444,3243.99,295.83,103.51037037037038,35.0,3.185185185185185,27,Active
CONT102616,5630.88,3963.0674074074072,1814.68,0.0,0.0,0.0,0.0,27,Active
CONT102617,10928.42,7838.705000000001,3856.67,1288.93,159.9476923076923,62.0,7.269230769230769,26,Active
CONT102618,9625.81,9625.81,9625.81,8069.43,3726.8333333333335,764.0,346.962962962963,27,NonAccrual
CONT102619,11913.41,9609.261111111111,6613.39,0.0,0.0,0.0,0.0,27,Active
CONT102620,7646.42,7641.43,7616.48,0.0,0.0,0.0,0.0,6,Active
CONT102621,10988.3,8025.7699999999995,5258.38,0.0,0.0,0.0,0.0,26,Active
CONT102622,7243.99,6806.499375,6652.17,3139.18,1155.965,342.0,120.5,16,NonAccrual
