Application_ID,CRB Score,CRB Grade
C302104708,579,D
C302102431,638,C
C302100909,999,X
C302100909,644,C
C302101376,558,E
C302101672,647,B
C302103594,250,E
C302101995,640,C
C302104539,626,C
C302105607,250,E
C302103181,605,D
C302105346,999,X
C302107242,612,C
C302104579,653,B
C302102434,600,D
C302100585,999,X
C302100585,617,C
C302105061,250,E
C302103262,594,D
C302106853,664,B
C302101274,603,D
C302100105,632,C
C302101435,999,X
C302101435,610,D
C302101435,596,D
C302101435,599,D
C302103888,589,D
C302105526,618,C
C302101764,641,C
C302108889,675,B
C302102479,643,C
C302102624,653,B
C302109251,671,B
C302101823,647,B
C302103438,633,C
C302108878,666,B
C302107323,646,C
C302106805,667,B
C302100169,999,X
C302100169,643,C
C302104172,653,B
C302106804,588,D
C302106804,573,D
C302103314,651,B
C302102460,999,X
C302102460,621,C
C302103934,250,E
C302106598,658,B
C302109385,592,D
C302109108,647,B
C302102062,611,C
C302102935,641,C
C302102935,634,C
C302102907,583,D
C302101279,999,X
C302101279,589,D
C302104327,588,D
C302104327,588,D
C302106271,638,C
C302103658,609,D
C302103658,604,D
C302101846,659,B
C302109054,660,B
C302107165,612,C
C302107165,622,C
C302106889,598,D
C302105546,597,D
C302103873,685,A
C302102959,643,C
C302102466,657,B
C302102449,574,D
C302101109,654,B
C302101109,657,B
C302102753,630,C
C302100891,601,D
C302105031,594,D
C302106487,656,B
C302108071,621,C
C302108618,624,C
C302102909,661,B
C302104645,649,B
C302107336,587,D
C302107121,250,E
C302102848,623,C
C302103443,658,B
C302106477,625,C
C302106477,658,B
C302107123,653,B
C302104828,531,E
C302101074,664,B
C302105385,590,D
C302105032,580,D
C302105032,556,E
C302106713,543,E
C302105843,688,A
C302105479,613,C
C302107838,632,C
C302101013,648,B
C302101368,639,C
C302101980,669,B
C302101980,664,B
C302108542,672,B
C302100177,651,B
C302100177,585,D
C302107463,629,C
C302105272,623,C
C302102527,582,D
C302103520,659,B
C302104956,676,B
C302104956,676,B
C302101577,639,C
C302101577,636,C
C302101812,680,B
C302109128,547,E
C302103666,653,B
C302100263,629,C
C302101967,604,D
C302108042,588,D
C302107318,647,B
C302107143,655,B
C302106844,678,B
C302108670,575,D
C302101417,631,C
C302105950,621,C
C302104784,999,X
C302104784,619,C
C302102289,614,C
C302105354,250,E
C302105855,664,B
C302108386,604,D
C302102993,543,E
C302105225,642,C
C302102659,609,D
C302103784,619,C
C302101463,672,B
C302101463,664,B
C302102276,605,D
C302107301,605,D
C302105473,999,X
C302105473,999,X
C302105473,598,D
C302100858,625,C
C302104631,647,B
C302100203,574,D
C302102730,618,C
C302102730,622,C
C302102874,641,C
C302109216,620,C
C302104046,250,E
C302101401,616,C
C302106142,646,C
C302106642,250,E
C302103224,570,D
C302104264,571,D
C302109476,636,C
C302106040,599,D
C302107413,650,B
C302101265,660,B
C302101265,643,C
C302107422,654,B
C302101450,593,D
C302109077,541,E
C302108843,668,B
C302104212,629,C
C302104836,653,B
C302104248,631,C
C302104248,608,D
C302108625,608,D
C302103643,672,B
C302102046,649,B
C302108374,659,B
C302108374,678,B
C302101525,662,B
C302103662,250,E
C302102925,651,B
C302103346,577,D
C302103352,653,B
C302103441,615,C
C302103441,634,C
C302106191,666,B
C302104405,680,B
C302103868,644,C
C302105214,641,C
C302102945,556,E
C302107026,637,C
C302104798,680,B
C302102882,609,D
C302101894,564,D
C302104177,607,D
C302103635,250,E
C302107993,569,D
C302102685,540,E
C302105166,661,B
C302101997,619,C
C302104043,592,D
C302101684,639,C
C302106826,250,E
C302102328,543,E
C302100768,692,A
C302102719,677,B
C302102719,667,B
C302102133,619,C
C302101163,630,C
C302104589,616,C
C302101059,623,C
C302103614,637,C
C302105808,625,C
C302108017,640,C
C302103479,713,A
C302100103,590,D
C302103664,665,B
C302103664,655,B
C302102810,673,B
C302105844,712,A
C302100525,999,X
C302100525,698,A
C302103712,591,D
C302101976,649,B
C302101976,643,C
C302100275,586,D
C302101056,669,B
C302101165,607,D
C302101165,627,C
C302101933,625,C
C302100580,662,B
C302102822,649,B
C302102822,641,C
C302103863,545,E
C302107302,625,C
C302107302,652,B
C302101402,659,B
C302101402,666,B
C302102432,999,X
C302102432,611,C
C302101079,999,X
C302101079,605,D
C302101944,250,E
C302103013,999,X
C302103013,250,E
C302105462,599,D
C302106125,662,B
C302100467,999,X
C302100467,649,B
C302108436,621,C
C302103866,639,C
C302105519,559,E
C302105519,250,E
C302109232,522,E
C302107089,626,C
C302104636,637,C
C302103798,672,B
C302101723,999,X
C302101723,604,D
C302102604,999,X
C302102604,637,C
C302107982,665,B
C302104942,673,B
C302108438,602,D
C302108438,593,D
C302106377,570,D
C302106377,573,D
C302108058,250,E
C302100501,250,E
C302100501,630,C
C302105050,615,C
C302105050,621,C
C302105528,604,D
C302104926,565,D
C302109463,637,C
C302101014,601,D
C302101014,613,C
C302104326,650,B
C302100096,609,D
C302100096,571,D
C302102373,611,C
C302103831,999,X
C302103831,564,D
C302103831,547,E
C302101230,619,C
C302109040,598,D
C302107270,633,C
C302103290,653,B
C302103290,653,B
C302101757,678,B
C302100191,999,X
C302100191,250,E
C302103026,677,B
C302100023,999,X
C302100023,686,A
C302104031,706,A
C302105642,591,D
C302104678,622,C
C302101918,999,X
C302105371,649,B
C302105149,577,D
C302102589,546,E
C302102298,999,X
C302102298,598,D
C302109313,648,B
C302109313,632,C
C302108367,638,C
C302101322,642,C
C302102472,662,B
C302104190,636,C
C302106869,632,C
C302100984,705,A
C302102257,999,X
C302102257,628,C
C302107044,674,B
C302100672,603,D
C302109151,566,D
C302102275,614,C
C302102275,630,C
C302105328,621,C
C302101243,589,D
C302108423,611,C
C302101896,619,C
C302108628,658,B
C302102285,681,B
C302101611,600,D
C302109098,608,D
C302102188,627,C
C302102391,643,C
C302102391,635,C
C302104429,672,B
C302100229,625,C
C302101319,627,C
C302103263,668,B
C302101175,633,C
C302103273,635,C
C302105465,653,B
C302102989,640,C
C302102065,594,D
C302107981,686,A
C302106992,595,D
C302107857,575,D
C302108668,647,B
C302103504,632,C
C302107230,606,D
C302107215,250,E
C302106505,658,B
C302100111,250,E
C302102560,632,C
C302103727,667,B
C302107161,250,E
C302107820,999,X
C302100494,611,C
C302107415,606,D
C302104125,999,X
C302104125,632,C
C302109207,654,B
C302105505,654,B
C302105826,650,B
C302104404,603,D
C302107392,582,D
C302105480,614,C
C302101016,250,E
C302101988,636,C
C302101988,626,C
C302106358,633,C
C302101736,648,B
C302109155,607,D
C302109155,629,C
C302102738,557,E
C302105514,600,D
C302104602,649,B
C302101405,591,D
C302100603,666,B
C302100603,653,B
C302105530,613,C
C302108929,603,D
C302107328,673,B
C302106453,631,C
C302105701,605,D
C302105916,551,E
C302105916,525,E
C302103763,696,A
C302106692,662,B
C302105544,630,C
C302106170,577,D
C302103937,250,E
C302105792,532,E
C302107186,648,B
C302107821,508,E
C302104180,655,B
C302102671,643,C
C302107775,250,E
C302103254,578,D
C302102501,612,C
C302109240,999,X
C302109240,567,D
C302102743,647,B
C302106745,654,B
C302105952,639,C
C302105952,629,C
C302100605,625,C
C302100204,999,X
C302100204,668,B
C302103226,665,B
C302102258,999,X
C302102258,630,C
C302101240,585,D
C302102594,614,C
C302102594,626,C
C302108326,585,D
C302109017,623,C
C302101961,999,X
C302101961,640,C
C302101649,594,D
C302104036,634,C
C302102344,999,X
C302102344,999,X
C302102344,587,D
C302108440,620,C
C302108440,535,E
C302108950,599,D
C302102774,656,B
C302106448,674,B
C302105055,692,A
C302102977,632,C
C302109014,681,B
C302100817,999,X
C302100817,579,D
C302108802,665,B
C302106266,588,D
C302106266,586,D
C302109431,603,D
C302106248,250,E
C302106248,250,E
C302105488,666,B
C302101575,999,X
C302101575,625,C
C302104171,635,C
C302108038,637,C
C302103049,649,B
C302102144,583,D
C302104846,657,B
C302108852,652,B
C302103318,654,B
C302108602,622,C
C302100787,614,C
C302106444,654,B
C302101996,595,D
C302102286,614,C
C302101089,665,B
C302101123,575,D
C302106443,674,B
C302108522,595,D
C302109068,526,E
C302100900,644,C
C302100900,616,C
C302105088,621,C
C302104712,613,C
C302100963,640,C
C302102582,549,E
C302106565,679,B
C302106446,645,C
C302106446,637,C
C302105548,629,C
C302103440,596,D
C302106107,622,C
C302101024,666,B
C302102976,611,C
C302105062,674,B
C302105062,663,B
C302105384,576,D
C302109060,250,E
C302104068,534,E
C302108284,606,D
C302106976,646,C
C302105345,632,C
C302108318,639,C
C302108318,641,C
C302105670,614,C
C302105606,626,C
C302101027,648,B
C302109268,250,E
C302109261,515,E
C302101130,625,C
C302106735,615,C
C302103717,684,A
C302103012,669,B
C302101391,648,B
C302106101,614,C
C302107462,612,C
C302101499,595,D
C302109355,579,D
C302102317,589,D
C302105410,603,D
C302100287,627,C
C302105073,572,D
C302104887,658,B
C302103361,627,C
C302103361,595,D
C302108962,615,C
C302107990,545,E
C302109453,585,D
C302101234,645,C
C302101234,631,C
C302104803,664,B
C302102019,672,B
C302103317,645,C
C302107166,999,X
C302104850,250,E
C302103483,612,C
C302103483,593,D
C302103398,566,D
C302103803,695,A
C302103803,628,C
C302104553,543,E
C302109167,647,B
C302103051,564,D
C302101124,614,C
C302101124,571,D
C302101978,617,C
C302104342,554,E
C302106741,649,B
C302108033,577,D
C302105615,629,C
C302106933,654,B
C302103354,657,B
C302100842,642,C
C302105683,607,D
C302105683,586,D
C302105683,588,D
C302102118,633,C
C302107070,625,C
C302100157,602,D
C302105967,630,C
C302105967,643,C
C302105967,648,B
C302105871,638,C
C302105947,561,D
C302109124,651,B
C302102880,674,B
C302107018,631,C
C302104381,517,E
C302101156,622,C
C302101156,652,B
C302103644,518,E
C302106169,627,C
C302105619,645,C
C302108238,641,C
C302100161,561,D
