Application_ID,Application_Date,Loan_Approval_Status,Age_at_Application,Marital_Status,Gender,Own_Rent_Home,Occupation_Professional_Category,Type_of_Business_Industry_of_Employment,Employment_Status,Time_at_Current_Employment_(Months),Number_of_Dependents,Loan_Purpose,Monthly_Income,Government_Employee,Marital_Status_Missing,Own_Rent_Home_Missing,Type_of_Business_Missing,Number_of_Dependents_Missing,Monthly_Income_Capped,Monthly_Income_Log,Employment_Time_Capped,Employment_Stability_Score,Age_Bin,Has_Dependents
C302100135,2018-04-27,Customer Cancellation,47.0,Unmarried,Female,Family,Unknown,Unknown,Full-Time,144.0,1.0,Debt Consolidation,4187.55,True,1,1,1,1,4187.55,8.340109890970387,144.0,0,Established,1
C302100136,2018-07-03,Unknown,43.0,Married,Female,Family,Unknown,Civil Service,Full-Time,108.0,1.0,Debt Consolidation,0.02,False,0,0,0,0,0.02,0.01980262729617971,108.0,0,Established,1
C302100137,2018-04-04,Customer Cancellation,39.0,Unmarried,Male,Family,Unknown,Unknown,Part-Time,16.0,1.0,Debt Consolidation,1891.53,False,1,1,1,1,1891.53,7.545669837233517,16.0,0,Established,1
C302100138,2018-01-16,Customer Cancellation,37.0,Unmarried,Female,Family,Unknown,Unknown,Full-Time,55.0,1.0,Debt Consolidation,2642.01,True,1,1,1,1,2642.01,7.879673698176397,55.0,0,Established,1
C302100139,2018-06-27,Decline,52.0,Unmarried,Male,Family,Unknown,Unknown,Full-Time,372.0,1.0,Debt Consolidation,6037.83,False,1,1,1,1,6037.83,8.705965563555653,372.0,0,Senior,1
C302100140,2017-08-26,Customer Cancellation,27.0,Unmarried,Female,Family,Unknown,Business Process Outsourcing,Full-Time,17.0,1.0,Debt Consolidation,1674.4,False,1,0,0,1,1674.4,7.423807221719709,17.0,0,Emerging,1
C302100141,2018-08-08,Customer Cancellation,27.0,Unmarried,Female,Family,Unknown,Unknown,Full-Time,44.0,1.0,Debt Consolidation,2472.74,True,1,1,1,1,2472.74,7.813486454462925,44.0,0,Emerging,1
C302100142,2018-07-24,Decline,35.0,Unmarried,Male,Family,Unknown,Unknown,Full-Time,180.0,1.0,Debt Consolidation,5145.33,True,1,1,1,1,5145.33,8.546039118263263,180.0,0,Established,1
C302100143,,Approved,36.0,Unmarried,Female,Family,Unknown,Civil Service,Full-Time,143.0,1.0,Debt Consolidation,1749.28,True,1,1,0,1,1749.28,7.467531054118925,143.0,0,Established,1
C302100144,,Approved,51.0,Unmarried,Female,Family,Unknown,Unknown,Full-Time,353.0,1.0,Debt Consolidation,4774.49,False,1,1,1,1,4774.49,8.47125186545103,353.0,0,Senior,1
C302100145,2018-09-06,Unknown,47.0,Unmarried,Male,Family,Unknown,Unknown,Full-Time,55.0,1.0,Debt Consolidation,1634.23,False,1,1,1,1,1634.23,7.39953874622074,55.0,0,Established,1
C302100146,,Approved,54.0,Married,Male,Own,Unknown,Other,Unknown,55.0,1.0,Debt Consolidation,0.0,False,0,0,0,1,0.0,0.0,55.0,0,Senior,1
C302100147,2018-07-17,Customer Cancellation,37.0,Unmarried,Female,Family,Unknown,Unknown,Full-Time,116.0,1.0,Debt Consolidation,4599.84,True,1,1,1,1,4599.84,8.4339941745019,116.0,0,Established,1
C302100148,2018-02-25,Customer Cancellation,34.0,Unmarried,Female,Family,Unknown,Unknown,Full-Time,42.0,1.0,Debt Consolidation,2138.48,False,1,1,1,1,2138.48,7.668318087834679,42.0,0,Emerging,1
C302100149,2015-10-31,Customer Cancellation,36.0,Unmarried,Female,Family,Unknown,Unknown,Full-Time,178.0,1.0,Debt Consolidation,5533.55,Unknown,1,1,1,1,5533.55,8.618765541024638,178.0,0,Established,1
C302100150,2015-12-23,Customer Cancellation,48.0,Unmarried,Male,Family,Unknown,Unknown,Full-Time,179.0,1.0,Home Improvement,984.76,False,1,1,1,1,984.76,6.89341291726626,179.0,0,Established,1
C302100151,2015-10-10,Approved,24.0,Unmarried,Male,Family,Unknown,Unknown,Full-Time,7.0,0.0,Home Improvement,2197.1,Unknown,0,0,1,0,2197.1,7.695348629834028,7.0,0,Young,0
C302100152,2018-10-23,Customer Cancellation,61.0,Unmarried,Male,Family,Pensioner,Unknown,Retired,55.0,1.0,Home Improvement,1943.18,False,1,1,1,1,1943.18,7.572595573326547,55.0,0,Senior,1
C302100153,2015-12-30,Customer Cancellation,43.0,Unmarried,Female,Family,Unknown,Unknown,Full-Time,192.0,1.0,Home Improvement,640.09,False,1,1,1,1,640.09,6.463169852680949,192.0,0,Established,1
C302100154,2018-02-13,Customer Cancellation,30.0,Unmarried,Female,Family,Unknown,Unknown,Contract,10.0,1.0,Home Improvement,1666.61,False,1,1,1,1,1666.61,7.419146742630542,10.0,0,Emerging,1
C302100155,2017-12-06,Customer Cancellation,41.0,Unmarried,Male,Family,Unknown,Unknown,Full-Time,29.0,1.0,Home Improvement,5390.76,False,1,1,1,1,5390.76,8.59262714121577,29.0,0,Established,1
C302100156,2018-08-21,Decline,53.0,Unmarried,Female,Family,Unknown,Civil Service,Self Employed,55.0,1.0,Home Improvement,4923.8,False,0,1,0,1,4923.8,8.50203894364456,55.0,0,Senior,1
C302100157,2018-08-19,Approved,21.0,Unmarried,Male,Family,Unemployed,Unknown,Contract,18.0,1.0,Home Improvement,1424.1,False,1,1,1,1,1424.1,7.261997265679166,18.0,0,Young,1
C302100158,2018-09-20,Customer Cancellation,21.0,Unmarried,Male,Family,Unknown,Unknown,Full-Time,27.0,1.0,Other,3149.86,True,1,1,1,1,3149.86,8.055430710430644,27.0,0,Young,1
C302100159,2018-01-17,Customer Cancellation,27.0,Unmarried,Male,Family,Unknown,Unknown,Full-Time,36.0,1.0,Other,1524.03,False,1,1,1,1,1524.03,7.329769360979165,36.0,0,Emerging,1
C302100160,2015-09-19,Decline,42.0,Unmarried,Male,Own,Unknown,Unknown,Full-Time,223.0,1.0,Other,7178.23,Unknown,1,0,1,1,7178.23,8.878947413951567,223.0,0,Established,1
C302100161,2018-09-10,Customer Cancellation,22.0,Unmarried,Female,Family,Unknown,Unknown,Full-Time,31.0,1.0,Other,1544.35,False,1,1,1,1,1544.35,7.343005700892993,31.0,0,Young,1
C302100162,2018-08-02,Customer Cancellation,29.0,Unmarried,Female,Family,Unknown,Unknown,Full-Time,55.0,1.0,Other,1937.6,True,1,1,1,1,1937.6,7.569721342058507,55.0,0,Emerging,1
C302100163,2018-08-21,Customer Cancellation,57.0,Unmarried,Male,Own,Pensioner,Retiree/Pensioner,Retired,55.0,1.0,Other,8370.46,False,1,0,0,1,8370.46,9.032583580768955,55.0,0,Senior,1
C302100164,2018-12-04,Customer Cancellation,46.0,Unmarried,Female,Family,Unknown,Unknown,Full-Time,84.0,1.0,Other,14806.99,False,1,1,1,1,14806.99,9.602922178942462,84.0,0,Established,1
C302100165,2017-11-23,Customer Cancellation,40.0,Unmarried,Female,Family,Unknown,Unknown,Full-Time,21.0,1.0,Other,2887.27,False,1,1,1,1,2887.27,7.968412985947479,21.0,0,Established,1
C302100166,2015-08-12,Approved,29.0,Unmarried,Female,Family,Professional,Financial,Full-Time,55.0,0.0,Other,3231.71,Unknown,0,0,0,0,3231.71,8.081076073733081,55.0,0,Emerging,0
C302100167,2015-08-22,Approved,42.0,Unmarried,Male,Rent,Service and Sales Worker,Unknown,Full-Time,75.0,1.0,Other,9144.2,Unknown,0,0,1,0,9144.2,9.120984430460071,75.0,0,Established,1
C302100168,2015-08-22,Approved,38.0,Married,Female,Own,Professional,Unknown,Full-Time,2.0,1.0,Education,1676.69,Unknown,0,0,1,0,1676.69,7.4251731262173735,2.0,0,Established,1
C302100169,2015-08-15,Approved,38.0,Married,Female,Rent,Clerical Support Worker,Religious Organizations,Full-Time,24.0,2.0,Other,1875.73,Unknown,0,0,0,0,1875.73,7.537286179675934,24.0,0,Established,1
C302100170,2015-08-15,Approved,54.0,Unmarried,Female,Family,Clerical Support Worker,Unknown,Full-Time,115.0,3.0,Other,4059.15,Unknown,0,0,1,0,4059.15,8.308975197726106,115.0,0,Senior,1
C302100171,2015-08-25,Approved,34.0,Unmarried,Male,Family,Professional,Financial,Full-Time,137.0,2.0,Debt Consolidation,9329.0,Unknown,0,0,0,0,9329.0,9.140990293841389,137.0,0,Emerging,1
C302100172,2015-08-24,Approved,44.0,Married,Male,Rent,Employee,Financial,Full-Time,24.0,2.0,Other,8370.07,Unknown,0,0,0,0,8370.07,9.032536992827936,24.0,0,Established,1
C302100173,2015-08-17,Approved,33.0,Married,Male,Rent,Service and Sales Worker,Transportation & Communication,Contract,37.0,1.0,Debt Consolidation,1625.74,Unknown,0,0,0,0,1625.74,7.394333291130135,37.0,0,Emerging,1
C302100174,2015-08-25,Approved,32.0,Unmarried,Female,Family,Professional,Civil Service,Full-Time,22.0,0.0,Other,2796.21,Unknown,0,0,0,0,2796.21,7.936377770826896,22.0,0,Emerging,0
C302100175,2015-08-24,Approved,30.0,Unmarried,Female,Family,Professional,Distribution,Full-Time,120.0,1.0,Education,3590.27,Unknown,0,0,0,0,3590.27,8.186261179369534,120.0,0,Emerging,1
C302100176,2015-09-05,Approved,41.0,Unmarried,Female,Family,Employee,Professional & Other Services,Part-Time,14496.0,0.0,Other,973.04,Unknown,0,0,0,0,973.04,6.881452370561084,480.0,0,Established,0
C302100177,2015-08-31,Approved,40.0,Unmarried,Female,Rent,Employee,Financial,Contract,26.0,2.0,Debt Consolidation,3384.46,Unknown,0,0,0,0,3384.46,8.127245069762118,26.0,0,Established,1
C302100178,2015-09-05,Approved,22.0,Unmarried,Male,Family,Professional,Other,Full-Time,108.0,0.0,Education,1809.41,Unknown,0,0,0,0,1809.41,7.501308617945257,108.0,0,Young,0
C302100179,2015-08-18,Approved,49.0,Married,Male,Rent,Professional,Financial,Full-Time,47.0,3.0,Education,14654.16,Unknown,0,0,0,0,14654.16,9.592547770860897,47.0,0,Established,1
C302100180,2015-09-01,Approved,49.0,Married,Male,Rent,Professional,Financial,Full-Time,125.0,1.0,Debt Consolidation,9137.09,Unknown,0,0,0,0,9137.09,9.120206671056987,125.0,0,Established,1
C302100181,2015-09-01,Approved,29.0,Married,Male,Own,Clerical Support Worker,Private Security Services,Full-Time,33.0,0.0,Vacation,1682.92,Unknown,0,0,0,0,1682.92,7.428879687735587,33.0,0,Emerging,0
C302100182,2015-08-30,Approved,24.0,Unmarried,Female,Family,Employee,Financial,Full-Time,16.0,1.0,Home Improvement,2486.77,Unknown,0,0,0,0,2486.77,7.819142005855982,16.0,0,Young,1
C302100183,2015-09-05,Approved,42.0,Married,Female,Family,Professional,Construction & Installation,Full-Time,64.0,2.0,Debt Consolidation,9735.07,Unknown,0,0,0,0,9735.07,9.183592824452527,64.0,0,Established,1
C302100184,2015-09-07,Approved,26.0,Unmarried,Female,Family,Clerical Support Worker,Clubs & Associations,Full-Time,24.0,0.0,Other,972.15,Unknown,0,0,0,0,972.15,6.8805382326885836,24.0,0,Emerging,0
C302100185,2015-09-13,Approved,25.0,Unmarried,Female,Family,Professional,Unknown,Full-Time,110.0,0.0,Other,3024.02,Unknown,0,0,1,0,3024.02,8.014672982013334,110.0,0,Emerging,0
C302100186,2015-09-01,Approved,41.0,Unmarried,Male,Own,Self Employed,Micro & Small Enterprise,Full-Time,15.0,1.0,Unknown,6034.21,Unknown,0,0,0,0,6034.21,8.705365929943628,15.0,0,Established,1
C302100187,2015-09-14,Approved,60.0,Married,Male,Other,Unknown,Unknown,Unknown,55.0,2.0,Education,5195.59,Unknown,0,0,1,0,5195.59,8.55575792022806,55.0,0,Senior,1
C302100188,2015-09-07,Approved,28.0,Unmarried,Male,Family,Technician and Associate Professional,Other,Full-Time,72.0,1.0,Debt Consolidation,1328.62,Unknown,0,0,0,0,1328.62,7.192648466105982,72.0,0,Emerging,1
C302100189,2015-08-19,Approved,54.0,Married,Female,Rent,Professional,Education,Full-Time,60.0,3.0,Education,12594.38,Unknown,0,0,0,0,12594.38,9.441085359034243,60.0,0,Senior,1
C302100190,2015-09-08,Approved,28.0,Unmarried,Female,Family,Professional,Financial,Full-Time,55.0,1.0,Other,3384.46,Unknown,0,0,0,0,3384.46,8.127245069762118,55.0,0,Emerging,1
C302100191,2015-09-08,Approved,42.0,Unmarried,Female,Rent,Service and Sales Worker,Unknown,Full-Time,149.0,3.0,Other,2296.21,Unknown,0,0,1,0,2296.21,7.739450622106211,149.0,0,Established,1
C302100192,2015-09-12,Approved,36.0,Married,Female,Family,Service and Sales Worker,Education,Full-Time,168.0,1.0,Home Improvement,1524.03,Unknown,0,0,0,0,1524.03,7.329769360979165,168.0,0,Established,1
C302100193,2015-09-13,Approved,46.0,Unmarried,Female,Family,Professional,Distribution,Full-Time,77.0,0.0,Education,2667.06,Unknown,0,0,0,0,2667.06,7.8891068955382675,77.0,0,Established,0
C302100194,2015-09-13,Approved,28.0,Unmarried,Male,Family,Clerical Support Worker,Unknown,Full-Time,9.0,0.0,Other,1992.97,Unknown,0,0,1,0,1992.97,7.597882905273198,9.0,0,Emerging,0
C302100195,2015-09-09,Approved,24.0,Unmarried,Female,Family,Service and Sales Worker,Other,Full-Time,3.0,0.0,Debt Consolidation,656.51,Unknown,0,0,0,0,656.51,6.488459973061737,3.0,0,Young,0
C302100196,2015-09-12,Approved,29.0,Unmarried,Female,Own,Officer,Unknown,Full-Time,108.0,1.0,Other,1682.2,Unknown,0,0,1,0,1682.2,7.42845202254339,108.0,0,Emerging,1
C302100197,2015-09-09,Approved,43.0,Unmarried,Female,Family,Clerical Support Worker,"Energy, Electricity & Water",Full-Time,12.0,0.0,Debt Consolidation,450.18,Unknown,0,0,0,0,450.18,6.111866372960277,12.0,0,Established,0
C302100198,2015-09-20,Approved,24.0,Unmarried,Male,Rent,Professional,Unknown,Full-Time,12.0,0.0,Other,4321.37,Unknown,0,0,1,0,4321.37,8.371559141917208,12.0,0,Young,0
C302100199,2015-09-12,Approved,34.0,Unmarried,Male,Family,Officer,Private Security Services,Contract,75.0,1.0,Education,1396.76,Unknown,0,0,0,0,1396.76,7.242626234236376,75.0,0,Emerging,1
C302100200,2015-09-06,Approved,37.0,Married,Female,Own,Professional,Unknown,Full-Time,55.0,2.0,Education,4220.4,Unknown,0,0,1,0,4220.4,8.347922105566518,55.0,0,Established,1
C302100201,2015-09-21,Approved,39.0,Unmarried,Female,Family,Employee,Construction & Installation,Full-Time,21.0,1.0,Education,3751.47,Unknown,0,0,0,0,3751.47,8.23016956880544,21.0,0,Established,1
C302100202,2015-09-14,Approved,36.0,Unmarried,Female,Own,Service and Sales Worker,Unknown,Full-Time,62.0,2.0,Other,3203.04,Unknown,0,0,1,0,3203.04,8.072167792504827,62.0,0,Established,1
C302100203,2015-09-02,Approved,25.0,Married,Female,Family,Clerical Support Worker,Civil Service,Full-Time,63.0,1.0,Education,1133.17,Unknown,0,0,0,0,1133.17,7.033656384868622,63.0,0,Emerging,1
C302100204,2015-09-21,Approved,50.0,Unmarried,Female,Family,Officer,Other,Full-Time,31.0,4.0,Education,1506.96,Unknown,0,0,0,0,1506.96,7.318513023017163,31.0,0,Senior,1
C302100205,2015-09-20,Approved,35.0,Married,Male,Own,Technician and Associate Professional,Science & Technology,Full-Time,7.0,1.0,Other,4370.77,Unknown,0,0,0,0,4370.77,8.382923240410319,7.0,0,Established,1
C302100206,2015-09-23,Approved,30.0,Unmarried,Male,Family,Employee,Other,Contract,98.0,0.0,Other,2021.43,Unknown,0,0,0,0,2021.43,7.612055037703277,98.0,0,Emerging,0
C302100207,2015-09-16,Approved,28.0,Unmarried,Female,Family,Employee,Tourism,Full-Time,55.0,1.0,Home Improvement,1292.38,Unknown,0,0,0,0,1292.38,7.165014225772479,55.0,0,Emerging,1
C302100208,2015-09-01,Approved,33.0,Unmarried,Male,Own,Employee,Unknown,Full-Time,109.0,1.0,Home Improvement,1452.91,Unknown,0,0,1,0,1452.91,7.282011757965861,109.0,0,Emerging,1
C302100209,2015-09-23,Approved,33.0,Unmarried,Female,Own,Professional,Unknown,Full-Time,40.0,1.0,Home Improvement,3908.7,Unknown,0,0,1,0,3908.7,8.271215923693084,40.0,0,Emerging,1
C302100210,2015-09-26,Approved,26.0,Unmarried,Female,Family,Professional,Unknown,Full-Time,13.0,0.0,Other,1406.8,Unknown,0,0,1,0,1406.8,7.249783481174031,13.0,0,Emerging,0
C302100211,2015-09-27,Approved,27.0,Unmarried,Male,Family,Employee,Education,Full-Time,5.0,0.0,Debt Consolidation,2611.81,Unknown,0,0,0,0,2611.81,7.868181549520573,5.0,0,Emerging,0
C302100212,2015-08-26,Approved,30.0,Married,Male,Own,Officer,Private Security Services,Full-Time,110.0,2.0,Home Improvement,1055.1,Unknown,0,0,0,0,1055.1,6.962338156752429,110.0,0,Emerging,1
C302100213,2015-09-14,Approved,44.0,Married,Female,Rent,Employee,Unknown,Full-Time,8.0,3.0,Education,3939.04,Unknown,0,0,1,0,3939.04,8.278946154524709,8.0,0,Established,1
C302100214,2015-09-26,Approved,26.0,Unmarried,Male,Family,Technician and Associate Professional,Unknown,Full-Time,55.0,0.0,Other,1653.35,Unknown,0,0,1,0,1653.35,7.411163461420266,55.0,0,Emerging,0
C302100215,2015-09-09,Approved,45.0,Unmarried,Female,Family,Service and Sales Worker,Unknown,Full-Time,214.0,1.0,Other,3379.37,Unknown,0,0,1,0,3379.37,8.12574044994156,214.0,0,Established,1
C302100216,2015-09-21,Approved,27.0,Unmarried,Male,Family,Elementary Occupation,Tourism,Full-Time,21.0,0.0,Home Improvement,1651.89,Unknown,0,0,0,0,1651.89,7.4102805499322315,21.0,0,Emerging,0
C302100217,2015-09-27,Approved,37.0,Married,Female,Own,Professional,Unknown,Full-Time,55.0,0.0,Debt Consolidation,2471.67,Unknown,0,0,1,0,2471.67,7.813053817452774,55.0,0,Established,0
C302100218,2015-09-13,Approved,28.0,Married,Female,Family,Plant and Machine Operators an,Unknown,Full-Time,15.0,1.0,Other,2609.61,Unknown,0,0,1,0,2609.61,7.867339189484394,15.0,0,Emerging,1
C302100219,2015-09-28,Approved,39.0,Unmarried,Female,Family,Professional,Unknown,Full-Time,118.0,1.0,Debt Consolidation,5202.27,Unknown,0,0,1,0,5202.27,8.557042553082475,118.0,0,Established,1
C302100220,2015-09-23,Approved,34.0,Unmarried,Male,Own,Semi-Professional,Education,Full-Time,32.0,0.0,Other,894.54,Unknown,0,0,0,0,894.54,6.797426888286552,32.0,0,Emerging,0
C302100221,2015-09-23,Approved,34.0,Unmarried,Female,Family,Armed Forces Occupation,Unknown,Contract,12.0,3.0,Other,1609.38,Unknown,0,0,1,0,1609.38,7.384225454973747,12.0,0,Emerging,1
C302100222,2015-09-30,Approved,24.0,Unmarried,Male,Family,Officer,Unknown,Full-Time,1.0,0.0,Other,2344.67,Unknown,0,0,1,0,2344.67,7.76032635435754,1.0,0,Young,0
C302100223,2015-10-05,Approved,27.0,Unmarried,Male,Family,Technician and Associate Professional,Professional & Other Services,Full-Time,38.0,0.0,Other,2110.2,Unknown,0,0,0,0,2110.2,7.655011785189114,38.0,0,Emerging,0
C302100224,2015-10-04,Approved,30.0,Married,Female,Family,Professional,Professional & Other Services,Contract,55.0,1.0,Other,1016.02,Unknown,0,0,0,0,1016.02,6.924632061538575,55.0,0,Emerging,1
C302100225,2015-09-28,Approved,27.0,Married,Male,Own,Semi-Professional,Unknown,Full-Time,61.0,1.0,Debt Consolidation,3519.53,Unknown,0,0,1,0,3519.53,8.16636682543971,61.0,0,Emerging,1
C302100226,2015-09-29,Approved,37.0,Married,Female,Own,Professional,Financial,Full-Time,172.0,1.0,Debt Consolidation,9155.22,Unknown,0,0,0,0,9155.22,9.122188708743598,172.0,0,Established,1
C302100227,2015-09-30,Approved,46.0,Unmarried,Female,Own,Professional,Financial,Full-Time,304.0,1.0,Education,12061.71,Unknown,0,0,0,0,12061.71,9.397874154822125,304.0,0,Established,1
C302100228,2015-10-05,Approved,30.0,Married,Male,Rent,Professional,Science & Technology,Full-Time,133.0,0.0,Debt Consolidation,5158.26,Unknown,0,0,0,0,5158.26,8.548548437338575,133.0,0,Emerging,0
C302100229,2015-09-30,Approved,25.0,Unmarried,Female,Family,Employee,Unknown,Full-Time,4.0,0.0,Education,2466.64,Unknown,0,0,1,0,2466.64,7.811017507286773,4.0,0,Emerging,0
C302100230,2015-10-04,Approved,22.0,Unmarried,Male,Family,Blue Collar,Unknown,Full-Time,109.0,0.0,Debt Consolidation,2006.4,Unknown,0,0,1,0,2006.4,7.604595631379699,109.0,0,Young,0
C302100231,2015-10-07,Approved,40.0,Married,Male,Own,Professional,Civil Service,Full-Time,31.0,2.0,Debt Consolidation,2357.7,Unknown,0,0,0,0,2357.7,7.765865898789829,31.0,0,Established,1
C302100232,2015-09-29,Approved,34.0,Unmarried,Male,Family,Clerical Support Worker,Business Process Outsourcing,Full-Time,39.0,0.0,Home Improvement,1219.23,Unknown,0,0,0,0,1219.23,7.1067946445489385,39.0,0,Emerging,0
C302100233,2015-09-30,Approved,32.0,Married,Female,Rent,Clerical Support Worker,Unknown,Full-Time,15.0,1.0,Debt Consolidation,2670.2,Unknown,0,0,1,0,2670.2,7.890283088629444,15.0,0,Emerging,1
C302100234,2015-10-05,Approved,28.0,Unmarried,Male,Rent,Employee,Unknown,Full-Time,74.0,0.0,Home Improvement,1338.55,Unknown,0,0,1,0,1338.55,7.20008901564897,74.0,0,Emerging,0
C302100235,2015-10-04,Approved,33.0,Unmarried,Female,Own,Professional,Unknown,Full-Time,47.0,3.0,Debt Consolidation,3241.35,Unknown,0,0,1,0,3241.35,8.084053654519156,47.0,0,Emerging,1
C302100236,2015-09-12,Approved,24.0,Unmarried,Male,Family,Employee,Unknown,Full-Time,5.0,0.0,Education,1305.7,Unknown,0,0,1,0,1305.7,7.1752601539951,5.0,0,Young,0
C302100237,2015-10-04,Approved,25.0,Unmarried,Female,Family,Professional,Education,Full-Time,25.0,0.0,Other,2426.59,Unknown,0,0,0,0,2426.59,7.794654274658439,25.0,0,Emerging,0
C302100238,2015-10-04,Approved,47.0,Divorced,Female,Family,Professional,Financial,Full-Time,351.0,0.0,Other,5696.88,Unknown,0,0,0,0,5696.88,8.647849454815027,351.0,0,Established,0
C302100239,2015-09-29,Approved,21.0,Unmarried,Female,Family,Professional,Unknown,Full-Time,135.0,0.0,Education,1125.44,Unknown,0,0,1,0,1125.44,7.026817496136901,135.0,0,Young,0
C302100240,2015-10-07,Approved,28.0,Unmarried,Male,Family,Professional,Other,Full-Time,15.0,1.0,Debt Consolidation,1625.63,Unknown,0,0,0,0,1625.63,7.394265668941425,15.0,0,Emerging,1
C302100241,2015-09-09,Approved,48.0,Unmarried,Female,Own,Semi-Professional,Micro & Small Enterprise,Full-Time,10.0,0.0,Home Improvement,2496.36,Unknown,0,0,0,0,2496.36,7.8229894528954524,10.0,0,Established,0
C302100242,2015-09-30,Approved,28.0,Unmarried,Female,Rent,Professional,Unknown,Full-Time,108.0,1.0,Debt Consolidation,1618.97,Unknown,0,0,1,0,1618.97,7.390162909536441,108.0,0,Emerging,1
C302100243,2015-10-07,Approved,55.0,Widowed,Female,Family,Service and Sales Worker,Micro & Small Enterprise,Full-Time,120.0,2.0,Education,1524.03,Unknown,0,0,0,0,1524.03,7.329769360979165,120.0,0,Senior,1
C302100244,2015-10-07,Approved,43.0,Unmarried,Female,Family,Employee,Unknown,Contract,81.0,4.0,Education,1475.3,Unknown,0,0,1,0,1475.3,7.297294236540042,81.0,0,Established,1
C302100245,2015-10-13,Approved,28.0,Unmarried,Female,Family,Professional,Financial,Full-Time,75.0,0.0,Education,4086.25,Unknown,0,0,0,0,4086.25,8.315627651255522,75.0,0,Emerging,0
